// 17/01/2025 14:30:43
// ReaderName=169.254.1.1, AntennaIDs=1,2,3,4, InventoryMode=SingleTarget, ModeIndex=5, Population=32, PowerInDbm=31, Session=1
// Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency
#2025-01-17T14:30:47.7802776+01:00 GPI Event Port: 1 went: low at 2025-01-17T14:30:47.7781718+01:00
#2025-01-17T14:30:47.8370646+01:00 GPI Event Port: 1 went: high at 2025-01-17T14:30:47.8370075+01:00
2025-01-17T14:30:48.3902720+01:00;0000001000000174503890CB;;1;-72;865,7;169.254.1.1;;
2025-01-17T14:30:48.3944400+01:00;00000010000001745038966D;;1;-70;865,7;169.254.1.1;;
2025-01-17T14:30:48.3975140+01:00;000000100000017450394882;;1;-72;865,7;169.254.1.1;;
2025-01-17T14:30:48.4014490+01:00;00000010000001745038975C;;1;-74;865,7;169.254.1.1;;
2025-01-17T14:30:48.4046540+01:00;000000100000017450393665;;1;-76,5;865,7;169.254.1.1;;
2025-01-17T14:30:48.4084200+01:00;000000100000017450385448;;1;-76,5;865,7;169.254.1.1;;
2025-01-17T14:30:48.4121520+01:00;000000100000017450392908;;1;-72;865,7;169.254.1.1;;
2025-01-17T14:30:48.4152460+01:00;0000001000000174503881B9;;1;-75,5;865,7;169.254.1.1;;
2025-01-17T14:30:48.4183120+01:00;000000100000017450392080;;1;-78;865,7;169.254.1.1;;
2025-01-17T14:30:48.4219720+01:00;000000100000017450391045;;1;-75;865,7;169.254.1.1;;
2025-01-17T14:30:48.4264140+01:00;000000100000017450388088;;1;-76;865,7;169.254.1.1;;
2025-01-17T14:30:48.4302510+01:00;0000001000000174503921B1;;1;-77;865,7;169.254.1.1;;
2025-01-17T14:30:48.4332970+01:00;000000100000017450393536;;1;-73;865,7;169.254.1.1;;
2025-01-17T14:30:48.4429400+01:00;0000001000000174503949B3;;1;-74,5;865,7;169.254.1.1;;
2025-01-17T14:30:48.4470300+01:00;000000100000017450392717;;1;-70;865,7;169.254.1.1;;
2025-01-17T14:30:48.4630250+01:00;000000100000017450390791;;2;-77,5;865,7;169.254.1.1;;
2025-01-17T14:30:48.4669340+01:00;0000001000000174503882EA;;2;-77,5;865,7;169.254.1.1;;
2025-01-17T14:30:48.4699620+01:00;00000010000001745039410A;;2;-79,5;865,7;169.254.1.1;;
2025-01-17T14:30:48.4736870+01:00;0000001000000174503891FA;;2;-74,5;865,7;169.254.1.1;;
2025-01-17T14:30:48.4767190+01:00;0000001000000174503919CD;;2;-76;865,7;169.254.1.1;;
2025-01-17T14:30:48.4803850+01:00;000000100000017451876136;;2;-69,5;865,7;169.254.1.1;;
2025-01-17T14:30:48.4865530+01:00;00000010000001745038953E;;2;-69;865,7;169.254.1.1;;
2025-01-17T14:30:48.4903550+01:00;00000010000001745039403B;;2;-69;865,7;169.254.1.1;;
2025-01-17T14:30:48.4942630+01:00;000000100000017450389398;;2;-80,5;865,7;169.254.1.1;;
2025-01-17T14:30:48.4974020+01:00;00000010000001745038857D;;2;-69;865,7;169.254.1.1;;
2025-01-17T14:30:48.5012810+01:00;0000001000000174503892A9;;2;-79,5;865,7;169.254.1.1;;
